1e-06;0.0
1e-05;0.0
0.0001;0.0
0.001;0.0
0.01;0.0
0.1;0.0
1;0.0
1.01e-06;0.0
1.01e-05;0.0
0.000101;0.0
0.00101;0.0
0.0101;0.0
0.101;0.0
1.01;0.0
1.02e-06;0.0
1.02e-05;0.0
0.000102;0.0
0.00102;0.0
0.0102;0.0
0.102;0.0
1.02;0.0
1.03e-06;0.0
1.03e-05;0.0
0.000103;0.0
0.00103;0.0
0.0103;0.0
0.103;0.0
1.03;0.0
1.04e-06;0.0
1.04e-05;0.0
0.000104;0.0
0.00104;0.0
0.0104;0.0
0.104;0.0
1.04;0.0
1.05e-06;0.0
1.05e-05;0.0
0.000105;0.0
0.00105;0.0
0.0105;0.0
0.105;0.0
1.05;0.0
1.06e-06;0.0
1.06e-05;0.0
0.000106;0.0
0.00106;0.0
0.0106;0.0
0.106;0.0
1.06;0.0
1.07e-06;0.0
1.07e-05;0.0
0.000107;0.0
0.00107;0.0
0.0107;0.0
0.107;0.0
1.07;0.0
1.08e-06;0.0
1.08e-05;0.0
0.000108;0.0
0.00108;0.0
0.0108;0.0
0.108;0.0
1.08;0.0
1.09e-06;0.0
1.09e-05;0.0
0.000109;0.0
0.00109;0.0
0.0109;0.0
0.109;0.0
1.09;0.0
1.1e-06;0.0
1.1e-05;0.0
0.00011;0.0
0.0011;0.0
0.011;0.0
0.11;0.0
1.1;0.0
1.11e-06;0.0
1.11e-05;0.0
0.000111;0.0
0.00111;0.0
0.0111;0.0
0.111;0.0
1.11;0.0
1.12e-06;0.0
1.12e-05;0.0
0.000112;0.0
0.00112;0.0
0.0112;0.0
0.112;0.0
1.12;0.0
1.13e-06;0.0
1.13e-05;0.0
0.000113;0.0
0.00113;0.0
0.0113;0.0
0.113;0.0
1.13;0.0
1.14e-06;0.0
1.14e-05;0.0
0.000114;0.0
0.00114;0.0
0.0114;0.0
0.114;0.0
1.14;0.0
1.15e-06;0.0
1.15e-05;0.0
0.000115;0.0
0.00115;0.0
0.0115;0.0
0.115;0.0
1.15;0.0
1.16e-06;0.0
1.16e-05;0.0
0.000116;0.0
0.00116;0.0
0.0116;0.0
0.116;0.0
1.16;0.0
1.17e-06;0.0
1.17e-05;0.0
0.000117;0.0
0.00117;0.0
0.0117;0.0
0.117;0.0
1.17;0.0
1.18e-06;0.0
